[0, 1];[0, 1];[0, 1];;3.114044031131508;0.00014018898426706728;;3.114044031131508;0.0;;0.00014018898426706728;0.0;;3.113903842147241;;0.005982398986816406;0.01695847511291504;0.000995635986328125;0.0019941329956054688;0.017952680587768555;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1];[0, 1];;2.2218527765241567;0.0010738019050784253;;3.114044031131508;-0.8921912546073512;;0.00014018898426706728;0.000933612920811358;;3.113903842147241;;0.008975028991699219;0.04188871383666992;0.001993894577026367;0.005984306335449219;0.04886913299560547;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;1.5645441163170113;0.0023134226951516765;;3.114044031131508;-1.5494999148144966;;0.00013334541131645493;0.0021800772838352217;;3.113903842147241;;0.010970592498779297;0.10272550582885742;0.0019943714141845703;0.017949581146240234;0.12164926528930664;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;1.1298918604065507;0.0038847111985247504;;3.114044031131508;-1.9841521707249572;;0.00013334541131645493;0.0037513657872082955;;3.113903842147241;;0.012964963912963867;0.24534368515014648;0.002992391586303711;0.04488039016723633;0.2902233600616455;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;0.5818343251261281;0.1953709454599397;;3.114044031131508;-2.53220970600538;;0.00013334541131645493;0.19523760004862323;;3.113903842147241;;0.015957117080688477;0.5674817562103271;0.002992391586303711;0.11073637008666992;0.6751899719238281;;100.0;100.0;100.0;;[0, 1]
[0, 1];[0, 1, 3];[0, 1];;0.21391774143120634;0.008401848750324027;;3.114044031131508;-2.9001262897003013;;0.00013334541131645493;0.008268503339007572;;3.113903842147241;;0.019946813583374023;1.2955052852630615;0.004987239837646484;0.2633235454559326;1.5538437366485596;;100.0;100.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-0.19209183320069378;0.239990267894242;;3.114044031131508;-3.3061358643322016;;0.00013167282866556986;0.2398585950655764;;3.113903842147241;;0.023935556411743164;2.9271750450134277;0.0049817562103271484;0.614356517791748;3.539504289627075;;100.0;0.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-0.6285489401442009;0.02160634214420951;;3.114044031131508;-3.742592971275709;;0.00013167282866556986;0.02147466931554394;;3.113903842147241;;0.02792501449584961;6.611315727233887;0.005983829498291016;1.4232361316680908;8.024533987045288;;100.0;0.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-1.0476624865874917;0.035156165823793994;;3.114044031131508;-4.161706517719;;0.00013167282866556986;0.03502449299512842;;3.113903842147241;;0.03191375732421875;14.743533611297607;0.006981849670410156;3.2144012451171875;17.93901491165161;;100.0;0.0;100.0;;[0, 1]
[0, 1];[7];[0, 1];;-1.3254109176618543;0.08530217781082781;;3.114044031131508;-4.439454948793362;;0.00013167282866556986;0.08517050498216225;;3.113903842147241;;0.0359034538269043;32.74643421173096;0.007978677749633789;7.211681127548218;40.74902391433716;;100.0;0.0;100.0;;[0, 1]
